city_id,city_name,climate_group,model_name,repeat_id,split_seed,tuning_preset,sample_rows_per_city_cap,effective_city_row_count,train_row_count,test_row_count,test_positive_count,test_prevalence,pr_auc,recall_at_top_10pct,best_inner_cv_average_precision,effective_inner_cv_splits
13,Richmond,hot_humid,city_prevalence_baseline,2,43,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.09,,
13,Richmond,hot_humid,city_prevalence_baseline,3,44,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.11,,
13,Richmond,hot_humid,logistic_saga,1,42,smoke,20000,20000,16000,4000,400,0.1,0.3795227005472815,0.39,0.3728288264925684,3.0
13,Richmond,hot_humid,logistic_saga,2,43,smoke,20000,20000,16000,4000,400,0.1,0.3748145774773154,0.3925,0.37484764968555934,3.0
13,Richmond,hot_humid,logistic_saga,3,44,smoke,20000,20000,16000,4000,400,0.1,0.4246185407687678,0.41,0.361856584892468,3.0
13,Richmond,hot_humid,random_forest,1,42,smoke,20000,20000,16000,4000,400,0.1,0.4731679784833682,0.4425,0.4214947229773962,3.0
13,Richmond,hot_humid,random_forest,2,43,smoke,20000,20000,16000,4000,400,0.1,0.44889031712380634,0.46,0.4287540201361401,3.0
13,Richmond,hot_humid,random_forest,3,44,smoke,20000,20000,16000,4000,400,0.1,0.47384271193549526,0.4325,0.4181086624415311,3.0
14,New Orleans,hot_humid,city_prevalence_baseline,1,42,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.115,,
14,New Orleans,hot_humid,city_prevalence_baseline,2,43,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.09,,
14,New Orleans,hot_humid,city_prevalence_baseline,3,44,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.11,,
14,New Orleans,hot_humid,logistic_saga,1,42,smoke,20000,20000,16000,4000,400,0.1,0.25354649007856345,0.3,0.2518679927332928,3.0
14,New Orleans,hot_humid,logistic_saga,2,43,smoke,20000,20000,16000,4000,400,0.1,0.2824718752500956,0.335,0.24524810814551415,3.0
14,New Orleans,hot_humid,logistic_saga,3,44,smoke,20000,20000,16000,4000,400,0.1,0.24912980730297024,0.3125,0.2525953629335615,3.0
14,New Orleans,hot_humid,random_forest,1,42,smoke,20000,20000,16000,4000,400,0.1,0.3095684103602629,0.3325,0.341027951917505,3.0
14,New Orleans,hot_humid,random_forest,2,43,smoke,20000,20000,16000,4000,400,0.1,0.3696521062588637,0.42,0.3373937147333444,3.0
14,New Orleans,hot_humid,random_forest,3,44,smoke,20000,20000,16000,4000,400,0.1,0.34427209051374574,0.38,0.3335242829511018,3.0
15,Tampa,hot_humid,city_prevalence_baseline,1,42,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.115,,
15,Tampa,hot_humid,city_prevalence_baseline,2,43,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.09,,
15,Tampa,hot_humid,city_prevalence_baseline,3,44,not_applicable,20000,20000,16000,4000,400,0.1,0.1,0.11,,
15,Tampa,hot_humid,logistic_saga,1,42,smoke,20000,20000,16000,4000,400,0.1,0.24575797188663995,0.2825,0.2229877185532647,3.0
15,Tampa,hot_humid,logistic_saga,2,43,smoke,20000,20000,16000,4000,400,0.1,0.23775815259839359,0.28,0.22488338885701745,3.0
